Battle_title,Battle_url,Sup_1_Character,Sup_1_Name,Sup_1_Universe,Sup_2_Character,Sup_2_Name,Sup_2_Universe,Superhero_1_win,Superhero_2_win,Draw
Odin vs Thor (Warrior Madness),https://www.superherodb.com/90-639000/,Odin,Odin Borson,Earth-616,Thor (Warrior Madness),Thor Odinson,Earth-616,100.0,0.0,0.0
Smart Hulk vs Tramm,https://www.superherodb.com/90-640627/,Smart Hulk,Bruce Banner,MCU,Tramm,,Teen Titans,100.0,0.0,0.0
Elmir vs Yasmine,https://www.superherodb.com/90-640509/,Elmir,Elmir,Hero Wars Verse,Yasmine,,Hero Wars Verse,0.0,0.0,100.0
Copperhead vs Yasmine,https://www.superherodb.com/90-640501/,Copperhead,Nathan Prince,Prime Earth,Yasmine,,Hero Wars Verse,0.0,100.0,0.0
Astaroth vs Galahad,https://www.superherodb.com/90-640498/,Astaroth,,Hero Wars Verse,Galahad,Galahad,Hero Wars Verse,50.0,50.0,0.0
Sir George vs Galahad,https://www.superherodb.com/90-640497/,Sir George,Georgius,Ben 10,Galahad,Galahad,Hero Wars Verse,100.0,0.0,0.0
Black Knight vs Galahad,https://www.superherodb.com/90-640496/,Black Knight,Dane Whitman,Earth-616,Galahad,Galahad,Hero Wars Verse,0.0,100.0,0.0
Ghost Rider vs Astaroth,https://www.superherodb.com/90-640474/,Ghost Rider,Johnny Blaze,Ghost Rider,Astaroth,,Hero Wars Verse,0.0,50.0,50.0
Astaroth vs Astaroth,https://www.superherodb.com/90-640473/,Astaroth,Asutarosu,Soul Calibur,Astaroth,,Hero Wars Verse,0.0,100.0,0.0
Ultimate Aggregor vs Brother Blood (Power of the Titans),https://www.superherodb.com/90-640462/,Ultimate Aggregor,Aggregor,,Brother Blood (Power of the Titans),Sebastian Blood,DCAU,100.0,0.0,0.0
Maestro vs Maestro,https://www.superherodb.com/90-640069/,Maestro,Bruce Banner,,Maestro,Hercules,,100.0,0.0,0.0
Deimos vs Phobos,https://www.superherodb.com/90-641553/,Deimos,Deimos,Prime Earth,Phobos,,Hero Wars Verse,100.0,0.0,0.0
Yasmine vs Phobos,https://www.superherodb.com/90-641552/,Yasmine,,Hero Wars Verse,Phobos,,Hero Wars Verse,0.0,100.0,0.0
Vegeta (Hakai Energy) vs Vegeta (Unbound Ultra Ego),https://www.superherodb.com/90-641545/,Vegeta (Hakai Energy),Vegeta IV,DB,Vegeta (Unbound Ultra Ego),Vegeta IV,DB,0.0,100.0,0.0
One Punch Man vs Vegeta (Zenkai),https://www.superherodb.com/90-641544/,One Punch Man,Saitama,OPM,Vegeta (Zenkai),Vegeta IV,DB,25.0,50.0,25.0
Orion vs Judge,https://www.superherodb.com/90-641532/,Orion,,Hero Wars Verse,Judge,,Hero Wars Verse,100.0,0.0,0.0
Judge Dredd vs Judge,https://www.superherodb.com/90-641530/,Judge Dredd,Joseph Dredd,JD,Judge,,Hero Wars Verse,0.0,100.0,0.0
War Machine vs Orion,https://www.superherodb.com/90-640942/,War Machine,James Rhodes,Earth-616,Orion,,Hero Wars Verse,0.0,50.0,50.0
Iron Man vs Orion,https://www.superherodb.com/90-640941/,Iron Man,Tony Stark,Earth-616,Orion,,Hero Wars Verse,100.0,0.0,0.0
Orion Pax vs Orion,https://www.superherodb.com/90-640940/,Orion Pax,Orion Pax,,Orion,,Hero Wars Verse,100.0,0.0,0.0
Alien X vs Contumelia,https://www.superherodb.com/90-640734/,Alien X,Celestialsapien,,Contumelia,Contemelia,Ben 10,50.0,0.0,50.0
Tramm vs Trident,https://www.superherodb.com/90-640730/,Tramm,,Teen Titans,Trident,,Teen Titans,0.0,100.0,0.0
Beast Boy vs Trident,https://www.superherodb.com/90-640729/,Beast Boy,Garfield Logan,Teen Titans,Trident,,Teen Titans,0.0,100.0,0.0
Aqualad vs Trident,https://www.superherodb.com/90-640728/,Aqualad,Garth,Teen Titans,Trident,,Teen Titans,0.0,100.0,0.0
Hermione Granger vs Lily Potter,https://www.superherodb.com/90-640630/,Hermione Granger,Hermione Granger,Wizarding World,Lily Potter,Lily Evans Potter,,100.0,0.0,0.0
Killer Frost vs Krista,https://www.superherodb.com/90-642324/,Killer Frost,Louise Lincoln,Prime Earth,Krista,,Hero Wars Verse,0.0,100.0,0.0
Krista vs Lars,https://www.superherodb.com/90-642322/,Krista,,Hero Wars Verse,Lars,,Hero Wars Verse,0.0,100.0,0.0
Corvus Glaive vs Corvus,https://www.superherodb.com/90-642312/,Corvus Glaive,Corvus Glaive,Earth-616,Corvus,,Hero Wars Verse,100.0,0.0,0.0
Galahad vs Corvus,https://www.superherodb.com/90-642308/,Galahad,Galahad,Hero Wars Verse,Corvus,,Hero Wars Verse,100.0,0.0,0.0
Astaroth vs Corvus,https://www.superherodb.com/90-642303/,Astaroth,,Hero Wars Verse,Corvus,,Hero Wars Verse,0.0,100.0,0.0
The Darkest Knight vs Dr Manhattan,https://www.superherodb.com/90-642287/,The Darkest Knight,Bruce Wayne,DM,Dr Manhattan,Bruce Wayne,DM,100.0,0.0,0.0
Tai Lung vs Galahad,https://www.superherodb.com/90-642286/,Tai Lung,Tai Lung,KFP,Galahad,Galahad,Hero Wars Verse,0.0,100.0,0.0
Hawkeye vs Artemis,https://www.superherodb.com/90-642271/,Hawkeye,Kate Bishop,Earth-616,Artemis,,Hero Wars Verse,0.0,100.0,0.0
Artemis vs Artemis,https://www.superherodb.com/90-642270/,Artemis,,Young Justice,Artemis,,Hero Wars Verse,0.0,100.0,0.0
Artemis vs Artemis,https://www.superherodb.com/90-642269/,Artemis,Artemis Of Bana-Mighdall,Prime Earth,Artemis,,Hero Wars Verse,100.0,0.0,0.0
Elmir vs Artemis,https://www.superherodb.com/90-642245/,Elmir,Elmir,Hero Wars Verse,Artemis,,Hero Wars Verse,100.0,0.0,0.0
Jean Grey vs Thor (Unworthy),https://www.superherodb.com/90-642162/,Jean Grey,Jean Grey,Earth-616,Thor (Unworthy),Thor Odinson,Earth-616,50.0,50.0,0.0
T-800 vs Reanimen,https://www.superherodb.com/90-642020/,T-800,Cyberdyne Systems Series 800 Terminator Model 101,Terminator,Reanimen,,Invincible,0.0,100.0,0.0
Poison Ivy vs Maya,https://www.superherodb.com/90-641962/,Poison Ivy,Pamela Isley,Prime Earth,Maya,,Hero Wars Verse,100.0,0.0,0.0
Thea vs Maya,https://www.superherodb.com/90-641961/,Thea,Thea,Hero Wars Verse,Maya,,Hero Wars Verse,0.0,100.0,0.0
Phobos vs Mojo,https://www.superherodb.com/90-641563/,Phobos,,Hero Wars Verse,Mojo,,Hero Wars Verse,100.0,0.0,0.0
Iron Fist vs Iron Fist (Full Chi Energy),https://www.superherodb.com/90-643033/,Iron Fist,Danny Rand,Earth-616,Iron Fist (Full Chi Energy),Danny Rand,Earth-616,0.0,100.0,0.0
Dragon Warrior vs Drax The Destroyer,https://www.superherodb.com/90-643032/,Dragon Warrior,Po Ping,KFP,Drax The Destroyer,Drax,MCU,100.0,0.0,0.0
Juggernaut vs Magetta,https://www.superherodb.com/90-642849/,Juggernaut,Cain Marko,Earth-616,Magetta,Otta Magetta,DB,100.0,0.0,0.0
Carnage vs Vilgax,https://www.superherodb.com/90-642508/,Carnage,Cletus Kasady,Earth-616,Vilgax,Vilgax,,0.0,100.0,0.0
Dementor vs Corvus,https://www.superherodb.com/90-642419/,Dementor,,Wizarding World,Corvus,,Hero Wars Verse,100.0,0.0,0.0
Phoenix vs Nebula (Infinity Gauntlet),https://www.superherodb.com/90-642416/,Phoenix,Thane,Earth-616,Nebula (Infinity Gauntlet),,,0.0,100.0,0.0
Corvus vs Luther,https://www.superherodb.com/90-643497/,Corvus,,Hero Wars Verse,Luther,,Hero Wars Verse,100.0,0.0,0.0
Astaroth vs Luther,https://www.superherodb.com/90-643493/,Astaroth,,Hero Wars Verse,Luther,,Hero Wars Verse,50.0,50.0,0.0
Lex Luthor vs Luther,https://www.superherodb.com/90-643492/,Lex Luthor,Lex Luthor,Prime Earth,Luther,,Hero Wars Verse,100.0,0.0,0.0
Lex Luthor vs Luther,https://www.superherodb.com/90-643491/,Lex Luthor,Alexander Luthor,Injustice,Luther,,Hero Wars Verse,0.0,0.0,100.0
Galahad vs Luther,https://www.superherodb.com/90-643489/,Galahad,Galahad,Hero Wars Verse,Luther,,Hero Wars Verse,100.0,0.0,0.0
Deathlok vs Luther,https://www.superherodb.com/90-643488/,Deathlok,Luther Manning,Earth-616,Luther,,Hero Wars Verse,0.0,100.0,0.0
Astaroth vs K'arkh,https://www.superherodb.com/90-643407/,Astaroth,,Hero Wars Verse,K'arkh,,Hero Wars Verse,0.0,100.0,0.0
Judge vs K'arkh,https://www.superherodb.com/90-643406/,Judge,,Hero Wars Verse,K'arkh,,Hero Wars Verse,0.0,100.0,0.0
Vilgax vs K'arkh,https://www.superherodb.com/90-643404/,Vilgax,Vilgax,,K'arkh,,Hero Wars Verse,100.0,0.0,0.0
Sentry vs Celeste,https://www.superherodb.com/90-643343/,Sentry,Robert Reynolds,Earth-616,Celeste,,Hero Wars Verse,100.0,0.0,0.0
Maya vs Celeste,https://www.superherodb.com/90-643341/,Maya,,Hero Wars Verse,Celeste,,Hero Wars Verse,0.0,100.0,0.0
Thea vs Celeste,https://www.superherodb.com/90-643339/,Thea,Thea,Hero Wars Verse,Celeste,,Hero Wars Verse,0.0,100.0,0.0
Mangog vs Odin (Destroyer Armor),https://www.superherodb.com/90-643321/,Mangog,Mangog,Earth-616,Odin (Destroyer Armor),Odin Borson,,0.0,100.0,0.0
Mangog vs Destroyer (Possessed by Thor),https://www.superherodb.com/90-643320/,Mangog,Mangog,Earth-616,Destroyer (Possessed by Thor),Thor Odinson,Earth-616,0.0,100.0,0.0
Astaroth vs Jorgen,https://www.superherodb.com/90-643319/,Astaroth,,Hero Wars Verse,Jorgen,,Hero Wars Verse,66.7,33.3,0.0
Dante vs Lars,https://www.superherodb.com/90-643318/,Dante,Dante,Hero Wars Verse,Lars,,Hero Wars Verse,100.0,0.0,0.0
Lars vs Jorgen,https://www.superherodb.com/90-643317/,Lars,,Hero Wars Verse,Jorgen,,Hero Wars Verse,100.0,0.0,0.0
Yoda vs Goku (Super Saiyan),https://www.superherodb.com/90-643304/,Yoda,Yoda,Star Wars,Goku (Super Saiyan),Kakarot,DB,100.0,0.0,0.0
Cornelius Fudge vs Cornelius,https://www.superherodb.com/90-644830/,Cornelius Fudge,,,Cornelius,,Hero Wars Verse,0.0,100.0,0.0
Thea vs Cornelius,https://www.superherodb.com/90-644829/,Thea,Thea,Hero Wars Verse,Cornelius,,Hero Wars Verse,0.0,100.0,0.0
Mojo vs Jhu,https://www.superherodb.com/90-644812/,Mojo,,Hero Wars Verse,Jhu,,Hero Wars Verse,0.0,100.0,0.0
Yoda vs Grand Master Satele Shan,https://www.superherodb.com/90-644206/,Yoda,Yoda,SWL,Grand Master Satele Shan,Satele Shan,SWL,66.7,0.0,33.3
Aurora vs Helios,https://www.superherodb.com/90-643923/,Aurora,,Hero Wars Verse,Helios,,Hero Wars Verse,100.0,0.0,0.0
Hit-Monkey vs Heidi,https://www.superherodb.com/90-643911/,Hit-Monkey,,Earth-616,Heidi,,Hero Wars Verse,0.0,100.0,0.0
She-Ra vs Aurora,https://www.superherodb.com/90-643890/,She-Ra,Princess Adora,MotU,Aurora,,Hero Wars Verse,100.0,0.0,0.0
Aurora vs Aurora,https://www.superherodb.com/90-643889/,Aurora,Jeanne-Marie Beaubier,Earth-616,Aurora,,Hero Wars Verse,100.0,0.0,0.0
Thea vs Aurora,https://www.superherodb.com/90-643888/,Thea,Thea,Hero Wars Verse,Aurora,,Hero Wars Verse,0.0,0.0,100.0
Galahad vs Aurora,https://www.superherodb.com/90-643887/,Galahad,Galahad,Hero Wars Verse,Aurora,,Hero Wars Verse,100.0,0.0,0.0
Xeno Goku vs The Hulk (Classic),https://www.superherodb.com/90-643872/,Xeno Goku,Kakarot,Xenoverse,The Hulk (Classic),Bruce Banner,,0.0,100.0,0.0
Fallen One vs Sentry (Stable),https://www.superherodb.com/90-643843/,Fallen One,Norrin Radd,Earth-TRN666,Sentry (Stable),Robert Reynolds,Earth-616,100.0,0.0,0.0
Kid Invincible vs Invincible,https://www.superherodb.com/90-643517/,Kid Invincible,Markus Murphy,Invincible,Invincible,Mark Grayson,Amazon Invincible,100.0,0.0,0.0
Cornelius vs Faceless,https://www.superherodb.com/90-645305/,Cornelius,,Hero Wars Verse,Faceless,,Hero Wars Verse,100.0,0.0,0.0
Wonder Man vs Void,https://www.superherodb.com/90-645019/,Wonder Man,Simon Williams,Earth-616,Void,Robert Reynolds,Earth-616,0.0,100.0,0.0
Void vs Ichigo (True Bankai),https://www.superherodb.com/90-645018/,Void,Robert Reynolds,Earth-616,Ichigo (True Bankai),Ichigo Kurosaki,Bleach,100.0,0.0,0.0
Void vs Quasar,https://www.superherodb.com/90-645017/,Void,Robert Reynolds,Earth-616,Quasar,Wendell Vaughn,Earth-616,100.0,0.0,0.0
Manny Armstrong vs Dante,https://www.superherodb.com/90-645006/,Manny Armstrong,Manny Armstrong,Ben 10,Dante,Dante,Hero Wars Verse,0.0,0.0,100.0
Goro vs Manny Armstrong,https://www.superherodb.com/90-645005/,Goro,Goro Half-Dragon,MK,Manny Armstrong,Manny Armstrong,Ben 10,0.0,100.0,0.0
Rocket Raccoon vs Lindon,https://www.superherodb.com/90-645003/,Rocket Raccoon,Rocket Raccoon,MCU,Lindon,Wei Shi Lindon Arelius,Willverse,0.0,100.0,0.0
Daredevil vs Astrid,https://www.superherodb.com/90-645001/,Daredevil,,Hero Wars Verse,Astrid,,Hero Wars Verse,100.0,0.0,0.0
Elmir vs Qing Mao,https://www.superherodb.com/90-644940/,Elmir,Elmir,Hero Wars Verse,Qing Mao,,Hero Wars Verse,0.0,0.0,100.0
Jhu vs Qing Mao,https://www.superherodb.com/90-644938/,Jhu,,Hero Wars Verse,Qing Mao,,Hero Wars Verse,25.0,25.0,50.0
Lindon vs Qing Mao,https://www.superherodb.com/90-644937/,Lindon,Wei Shi Lindon Arelius,Willverse,Qing Mao,,Hero Wars Verse,100.0,0.0,0.0
Galahad vs Morrigan,https://www.superherodb.com/90-644897/,Galahad,Galahad,Hero Wars Verse,Morrigan,,Hero Wars Verse,0.0,50.0,50.0
Phobos vs Morrigan,https://www.superherodb.com/90-644895/,Phobos,,Hero Wars Verse,Morrigan,,Hero Wars Verse,0.0,100.0,0.0
Cornelius vs Morrigan,https://www.superherodb.com/90-644893/,Cornelius,,Hero Wars Verse,Morrigan,,Hero Wars Verse,50.0,50.0,0.0
Corvus vs Morrigan,https://www.superherodb.com/90-644889/,Corvus,,Hero Wars Verse,Morrigan,,Hero Wars Verse,0.0,100.0,0.0
Chabba vs Lucas,https://www.superherodb.com/90-645825/,Chabba,,Hero Wars Verse,Lucas,,Hero Wars Verse,0.0,100.0,0.0
Elmir vs Chabba,https://www.superherodb.com/90-645822/,Elmir,Elmir,Hero Wars Verse,Chabba,,Hero Wars Verse,0.0,0.0,100.0
Luther vs Chabba,https://www.superherodb.com/90-645820/,Luther,,Hero Wars Verse,Chabba,,Hero Wars Verse,0.0,100.0,0.0
"All-Mother Frigga vs Phoenix (1,000,000 BC)",https://www.superherodb.com/90-645799/,All-Mother Frigga,Freyja Freyrdottir,Earth-616,"Phoenix (1,000,000 BC)",Firehair,Earth-616,0.0,100.0,0.0
Maya vs Alvanor,https://www.superherodb.com/90-645796/,Maya,,Hero Wars Verse,Alvanor,,Hero Wars Verse,0.0,100.0,0.0
Kai vs Alvanor,https://www.superherodb.com/90-645795/,Kai,,Hero Wars Verse,Alvanor,,Hero Wars Verse,100.0,0.0,0.0
Maya vs Lilith,https://www.superherodb.com/90-645334/,Maya,,Hero Wars Verse,Lilith,,Hero Wars Verse,0.0,0.0,100.0
Yasmine vs Lilith,https://www.superherodb.com/90-645333/,Yasmine,,Hero Wars Verse,Lilith,,Hero Wars Verse,0.0,100.0,0.0
Astaroth vs Lilith,https://www.superherodb.com/90-645329/,Astaroth,,Hero Wars Verse,Lilith,,Hero Wars Verse,66.7,33.3,0.0
Jhu vs Ishmael,https://www.superherodb.com/90-645325/,Jhu,,Hero Wars Verse,Ishmael,,Hero Wars Verse,100.0,0.0,0.0
Helios vs Kai,https://www.superherodb.com/90-645318/,Helios,,Hero Wars Verse,Kai,,Hero Wars Verse,0.0,100.0,0.0
Thea vs Kai,https://www.superherodb.com/90-645316/,Thea,Thea,Hero Wars Verse,Kai,,Hero Wars Verse,0.0,100.0,0.0
Cornelius vs Kai,https://www.superherodb.com/90-645310/,Cornelius,,Hero Wars Verse,Kai,,Hero Wars Verse,100.0,0.0,0.0
Faceless vs Kai,https://www.superherodb.com/90-645308/,Faceless,,Hero Wars Verse,Kai,,Hero Wars Verse,0.0,100.0,0.0
Fox vs Ginger,https://www.superherodb.com/90-646488/,Fox,,Hero Wars Verse,Ginger,Ginger Hayes,Hero Wars Verse,100.0,0.0,0.0
Kevin 11 vs Argit,https://www.superherodb.com/90-646307/,Kevin 11,Kevin Ethan Levin,Ben 10,Argit,Argit,Ben 10,100.0,0.0,0.0
Loki vs Argit,https://www.superherodb.com/90-646306/,Loki,Loki Laufeyson,MCU,Argit,Argit,Ben 10,75.0,25.0,0.0
Way Big vs Argit,https://www.superherodb.com/90-646305/,Way Big,To'kustar,,Argit,Argit,Ben 10,100.0,0.0,0.0
Argit vs Pierce Wheels,https://www.superherodb.com/90-646304/,Argit,Argit,Ben 10,Pierce Wheels,Pierce Wheels,Ben 10,50.0,0.0,50.0
Mobius M. Mobius vs Loki (Variant L1130),https://www.superherodb.com/90-646294/,Mobius M. Mobius,,MCU,Loki (Variant L1130),Loki Laufeyson,MCU,0.0,100.0,0.0
Judge vs Arachne,https://www.superherodb.com/90-646291/,Judge,,Hero Wars Verse,Arachne,,Hero Wars Verse,0.0,0.0,100.0
Yasmine vs Arachne,https://www.superherodb.com/90-646290/,Yasmine,,Hero Wars Verse,Arachne,,Hero Wars Verse,0.0,100.0,0.0
Qing Mao vs Arachne,https://www.superherodb.com/90-646289/,Qing Mao,,Hero Wars Verse,Arachne,,Hero Wars Verse,50.0,50.0,0.0
Aurora vs Arachne,https://www.superherodb.com/90-646280/,Aurora,,Hero Wars Verse,Arachne,,Hero Wars Verse,0.0,100.0,0.0
Rescue vs Arachne,https://www.superherodb.com/90-646278/,Rescue,Pepper Potts,Earth-616,Arachne,,Hero Wars Verse,0.0,100.0,0.0
Blade vs Dorian,https://www.superherodb.com/90-645849/,Blade,Eric Brooks,Earth-616,Dorian,,Hero Wars Verse,0.0,100.0,0.0
Dracula vs Dorian,https://www.superherodb.com/90-645848/,Dracula,Vlad Tepes Dracula,Earth-616,Dorian,,Hero Wars Verse,100.0,0.0,0.0
Alucard (Pre-Schrodinger) vs Dorian,https://www.superherodb.com/90-645847/,Alucard (Pre-Schrodinger),Dracula,Hellsing,Dorian,,Hero Wars Verse,100.0,0.0,0.0
Man-Bat vs Dorian,https://www.superherodb.com/90-645845/,Man-Bat,Robert Kirkland Langstrom,Prime Earth,Dorian,,Hero Wars Verse,0.0,100.0,0.0
Morbius vs Dorian,https://www.superherodb.com/90-645844/,Morbius,Michael Morbius,Earth-616,Dorian,,Hero Wars Verse,0.0,100.0,0.0
Yasmine vs Chabba,https://www.superherodb.com/90-645833/,Yasmine,,Hero Wars Verse,Chabba,,Hero Wars Verse,100.0,0.0,0.0
Celeste vs Chabba,https://www.superherodb.com/90-645831/,Celeste,,Hero Wars Verse,Chabba,,Hero Wars Verse,100.0,0.0,0.0
Goku (Kaioken Super Saiyan) vs Goku (Super Saiyan),https://www.superherodb.com/90-647663/,Goku (Kaioken Super Saiyan),Kakarot,DB,Goku (Super Saiyan),Kakarot,DB,25.0,75.0,0.0
Raditz vs All Might,https://www.superherodb.com/90-647569/,Raditz,Raditz,DB,All Might,Toshinori Yagi,MHA,100.0,0.0,0.0
Doomsday vs Techadon Robot,https://www.superherodb.com/90-647540/,Doomsday,,DCEU,Techadon Robot,,Ben 10,100.0,0.0,0.0
Cyborg vs Techadon Robot,https://www.superherodb.com/90-647539/,Cyborg,Victor Stone,DCEU,Techadon Robot,,Ben 10,25.0,75.0,0.0
Reanimen vs Techadon Robot,https://www.superherodb.com/90-647538/,Reanimen,,Invincible,Techadon Robot,,Ben 10,0.0,100.0,0.0
Iron Man (Hulkbuster Armor) vs Techadon Robot,https://www.superherodb.com/90-647537/,Iron Man (Hulkbuster Armor),Tony Stark,Earth-616,Techadon Robot,,Ben 10,100.0,0.0,0.0
Kevin 11 vs Inspector 13,https://www.superherodb.com/90-647430/,Kevin 11,Kevin Ethan Levin,Ben 10,Inspector 13,,Ben 10,100.0,0.0,0.0
Azmuth vs Inspector 13,https://www.superherodb.com/90-647429/,Azmuth,Azmuth,,Inspector 13,,Ben 10,0.0,100.0,0.0
Inspector Gadget vs Inspector 13,https://www.superherodb.com/90-647428/,Inspector Gadget,John Brown,IG,Inspector 13,,Ben 10,50.0,50.0,0.0
Arachne vs Isaac,https://www.superherodb.com/90-647099/,Arachne,,Hero Wars Verse,Isaac,,Hero Wars Verse,100.0,0.0,0.0
Judge vs Isaac,https://www.superherodb.com/90-647098/,Judge,,Hero Wars Verse,Isaac,,Hero Wars Verse,50.0,50.0,0.0
Fox vs Isaac,https://www.superherodb.com/90-647096/,Fox,,Hero Wars Verse,Isaac,,Hero Wars Verse,100.0,0.0,0.0
Ginger vs Isaac,https://www.superherodb.com/90-647094/,Ginger,Ginger Hayes,Hero Wars Verse,Isaac,,Hero Wars Verse,100.0,0.0,0.0
Astrid vs Ginger,https://www.superherodb.com/90-646948/,Astrid,,Hero Wars Verse,Ginger,Ginger Hayes,Hero Wars Verse,100.0,0.0,0.0
Starbrand vs Cosmic King Thor,https://www.superherodb.com/90-646805/,Starbrand,Kevin Connor,Earth-616,Cosmic King Thor,Thor Odinson,Earth-616,0.0,66.7,33.3
Fox vs Peppy,https://www.superherodb.com/90-646490/,Fox,,Hero Wars Verse,Peppy,,Hero Wars Verse,100.0,0.0,0.0
Green Lantern vs Iron Man (Model Prime),https://www.superherodb.com/90-650549/,Green Lantern,Kyle Rayner,Prime Earth,Iron Man (Model Prime),Tony Stark,,100.0,0.0,0.0
Astaroth vs Alvanor,https://www.superherodb.com/90-650528/,Astaroth,,Hero Wars Verse,Alvanor,,Hero Wars Verse,0.0,50.0,50.0
Dragon Warrior vs Genos,https://www.superherodb.com/90-649725/,Dragon Warrior,Po Ping,KFP,Genos,Genos,OPM,0.0,100.0,0.0
Kakarot (Dragon Ball Sai) vs Vegeta (Zenkai),https://www.superherodb.com/90-649723/,Kakarot (Dragon Ball Sai),Kakarot,DB,Vegeta (Zenkai),Vegeta IV,DB,0.0,100.0,0.0
Skirn: Breaker Of Men vs Captain Marvel (Asgardian Armored),https://www.superherodb.com/90-648718/,Skirn: Breaker Of Men,Mary McPherran,Earth-616,Captain Marvel (Asgardian Armored),Carol Danvers,Earth-616,0.0,100.0,0.0
Shazam vs Captain Marvel (Asgardian Armored),https://www.superherodb.com/90-648717/,Shazam,Billy Batson,Prime Earth,Captain Marvel (Asgardian Armored),Carol Danvers,Earth-616,0.0,100.0,0.0
Iron Man (Uru Armour) vs Captain Marvel (Asgardian Armored),https://www.superherodb.com/90-648716/,Iron Man (Uru Armour),Tony Stark,,Captain Marvel (Asgardian Armored),Carol Danvers,Earth-616,0.0,100.0,0.0
Markus vs Rufus,https://www.superherodb.com/90-647959/,Markus,,Hero Wars Verse,Rufus,,Hero Wars Verse,0.0,0.0,100.0
Phobos vs Markus,https://www.superherodb.com/90-647943/,Phobos,,Hero Wars Verse,Markus,,Hero Wars Verse,100.0,0.0,0.0
Maya vs Markus,https://www.superherodb.com/90-647942/,Maya,,Hero Wars Verse,Markus,,Hero Wars Verse,0.0,0.0,100.0
Dante vs Markus,https://www.superherodb.com/90-647941/,Dante,Dante,Hero Wars Verse,Markus,,Hero Wars Verse,0.0,100.0,0.0
Jhu vs Markus,https://www.superherodb.com/90-647940/,Jhu,,Hero Wars Verse,Markus,,Hero Wars Verse,0.0,100.0,0.0
Cell vs Vegeta (Super Saiyan),https://www.superherodb.com/90-631547/,Cell,Cell,DB,Vegeta (Super Saiyan),Vegeta IV,DB,50.0,50.0,0.0
Nova vs Universa,https://www.superherodb.com/90-624001/,Nova,Frankie Raye,Earth-616,Universa,,Invincible,100.0,0.0,0.0
Invincible vs Reanimen,https://www.superherodb.com/90-623845/,Invincible,Mark Grayson,Invincible,Reanimen,,Invincible,100.0,0.0,0.0
Firestorm vs Atom Eve,https://www.superherodb.com/90-622991/,Firestorm,Ronald Raymond,Prime Earth,Atom Eve,Samantha Eve Wilkins,Invincible,100.0,0.0,0.0
Infinite Zamasu vs Knull,https://www.superherodb.com/90-613063/,Infinite Zamasu,Zamasu,DB,Knull,Knull,Earth-616,0.0,100.0,0.0
Superman Blue vs Copy Vegeta,https://www.superherodb.com/90-611165/,Superman Blue,Clark Kent,Prime Earth,Copy Vegeta,Commenson,DB,0.0,100.0,0.0
Nail vs Garlic Jr,https://www.superherodb.com/90-609577/,Nail,Nail,DB,Garlic Jr,,DB,100.0,0.0,0.0
Silver Sentry vs Xeno Gogeta,https://www.superherodb.com/90-602306/,Silver Sentry,Robert Reynolds,Earth-616,Xeno Gogeta,Xeno Gogeta,Xenoverse,100.0,0.0,0.0
Gandalf vs Grandmaster Oogway,https://www.superherodb.com/90-602245/,Gandalf,Olórin,,Grandmaster Oogway,Oogway,KFP,100.0,0.0,0.0
Goku Black vs Goku (Super Saiyan 2),https://www.superherodb.com/90-602119/,Goku Black,Zamasu,DB,Goku (Super Saiyan 2),Kakarot,DB,100.0,0.0,0.0
Human Torch vs Orthos,https://www.superherodb.com/90-601708/,Human Torch,Johnny Storm,Earth-616,Orthos,Orthos,Willverse,0.0,100.0,0.0
