Battle_title,Battle_url,Sup_1_Character,Sup_1_Name,Sup_1_Universe,Sup_2_Character,Sup_2_Name,Sup_2_Universe,Superhero_1_win,Superhero_2_win,Draw
Blue Marvel vs Uranos,https://www.superherodb.com/90-773107/,Blue Marvel,Adam Brashear,Earth-616,Uranos,Uranos,Earth-616,0.0,100.0,0.0
Galactus vs Blue Marvel (Spectrum),https://www.superherodb.com/90-773094/,Galactus,Galan,Earth-616,Blue Marvel (Spectrum),Adam Brashear,Earth-616,100.0,0.0,0.0
Hulk (Green Scar) vs Iron Man (Celestial Hulkbuster),https://www.superherodb.com/90-779463/,Hulk (Green Scar),Bruce Banner,Earth-616,Iron Man (Celestial Hulkbuster),Tony Stark,Earth-616,100.0,0.0,0.0
Galactus vs Stranger (Star Brand),https://www.superherodb.com/90-779255/,Galactus,Galan,Earth-616,Stranger (Star Brand),NA,Earth-616,100.0,0.0,0.0
Terrax The Tamer vs Drax The Destroyer (Classic),https://www.superherodb.com/90-775876/,Terrax The Tamer,Tyros,Earth-616,Drax The Destroyer (Classic),Arthur Sampson Douglas,Earth-616,0.0,100.0,0.0
Celestial Madonna vs The Horde,https://www.superherodb.com/90-794568/,Celestial Madonna,NA,Earth-616,The Horde,NA,Earth-616,100.0,0.0,0.0
Xorr the God-Jewel vs Terminus,https://www.superherodb.com/90-827644/,Xorr the God-Jewel,NA,Earth-616,Terminus,NA,Earth-616,0.0,0.0,100.0
Silver Surfer vs Iron Man (Celestial Hulkbuster),https://www.superherodb.com/90-822659/,Silver Surfer,Norrin Radd,Earth-616,Iron Man (Celestial Hulkbuster),Tony Stark,Earth-616,0.0,50.0,50.0
Atum (The Slayer of Gods) vs Nyx,https://www.superherodb.com/90-835909/,Atum (The Slayer of Gods),Atum,Earth-616,Nyx,Nyx,Earth-616,100.0,0.0,0.0
Knull vs Phoenix (Battle World),https://www.superherodb.com/90-844020/,Knull,Knull,Earth-616,Phoenix (Battle World),Scott Summers,Earth-616,50.0,50.0,0.0
Luke Cage vs Sentinel (MK II),https://www.superherodb.com/90-843501/,Luke Cage,Luke Cage,Earth-616,Sentinel (MK II),NA,Earth-616,0.0,100.0,0.0
Apocalypse vs Tarn The Uncaring,https://www.superherodb.com/90-843161/,Apocalypse,En Sabah Nur,Earth-616,Tarn The Uncaring,Tarn,Earth-616,100.0,0.0,0.0
Drax The Destroyer (Classic) vs Nova (Worldmind),https://www.superherodb.com/90-843154/,Drax The Destroyer (Classic),Arthur Sampson Douglas,Earth-616,Nova (Worldmind),Richard Rider,Earth-616,0.0,100.0,0.0
Gaea vs Gorr The God Butcher,https://www.superherodb.com/90-842728/,Gaea,NA,Earth-616,Gorr The God Butcher,Gorr,Earth-616,0.0,100.0,0.0
Dormammu vs Demiurge,https://www.superherodb.com/90-853162/,Dormammu,Dormammu,Earth-616,Demiurge,Demiurge,Earth-616,0.0,100.0,0.0
Mephisto vs Omega Of The Thanosi,https://www.superherodb.com/90-851954/,Mephisto,NA,Earth-616,Omega Of The Thanosi,Omega,Earth-616,0.0,100.0,0.0
Beta Ray Bill vs Captain Marvel (Asgardian Armored),https://www.superherodb.com/90-861117/,Beta Ray Bill,Beta Ray Bill,Earth-616,Captain Marvel (Asgardian Armored),Carol Danvers,Earth-616,100.0,0.0,0.0
All-father Thor (Fully Odin Force) vs Kurse (Powered by the Beyonder),https://www.superherodb.com/90-867135/,All-father Thor (Fully Odin Force),Thor Odinson,Earth-616,Kurse (Powered by the Beyonder),Algrim,Earth-616,100.0,0.0,0.0
Thanos vs Ultron (Soul Stone),https://www.superherodb.com/90-865180/,Thanos,Thanos,Earth-616,Ultron (Soul Stone),Hank Pym,Earth-616,0.0,100.0,0.0
Hulk vs Darkoth,https://www.superherodb.com/90-881853/,Hulk,Bruce Banner,Earth-616,Darkoth,Desmond Pitt,Earth-616,100.0,0.0,0.0
Carnage vs Captain America (Knullified),https://www.superherodb.com/90-877409/,Carnage,Cletus Kasady,Earth-616,Captain America (Knullified),Steve Rogers,Earth-616,100.0,0.0,0.0
Doctor Doom vs Loki,https://www.superherodb.com/90-8267-5737/,Doctor Doom,Victor Von Doom,Earth-616,Loki,Loki Laufeyson,Earth-616,100.0,0.0,0.0
Juggernaut vs Professor X,https://www.superherodb.com/90-7787-7618/,Juggernaut,Cain Marko,Earth-616,Professor X,Charles Francis Xavier,Earth-616,100.0,0.0,0.0
Thanos vs Galactus,https://www.superherodb.com/90-196-7958/,Thanos,Thanos,Earth-616,Galactus,Galan,Earth-616,100.0,0.0,0.0
Spider-Man (Beyonders Powers) vs Doctor Doom (Beyonders Powers),https://www.superherodb.com/90-903047/,Spider-Man (Beyonders Powers),Peter Parker,Earth-616,Doctor Doom (Beyonders Powers),Victor Von Doom,Earth-616,0.0,100.0,0.0
Doctor Strange (Classic) vs Hellstorm,https://www.superherodb.com/90-107287-6427/,Doctor Strange (Classic),Stephen Strange,Earth-616,Hellstorm,Daimon Hellstrom,Earth-616,100.0,0.0,0.0
Starbrand vs Masked Raider,https://www.superherodb.com/90-691609/,Starbrand,Kevin Connor,Earth-616,Masked Raider,NA,Earth-616,100.0,0.0,0.0
Destroyer (Possessed by Thor) vs Ghost Rider (Celestial body),https://www.superherodb.com/90-691630/,Destroyer (Possessed by Thor),Thor Odinson,Earth-616,Ghost Rider (Celestial body),Robbie Reyes,Earth-616,75.0,0.0,25.0
Golden Thor vs Mokk: Breaker Of Faith,https://www.superherodb.com/90-691627/,Golden Thor,Thor Odinson,Earth-616,Mokk: Breaker Of Faith,Paul Pierre Duval,Earth-616,100.0,0.0,0.0
Cyttorak vs Odin (Infinity),https://www.superherodb.com/90-693462/,Cyttorak,Cyttorak,Earth-616,Odin (Infinity),Odin Borson,Earth-616,0.0,100.0,0.0
Iron All Father vs Maestro (Destroyer Armour),https://www.superherodb.com/90-693552/,Iron All Father,Odin Borson,Earth-616,Maestro (Destroyer Armour),Bruce Banner,Earth-616,100.0,0.0,0.0
Black Dwarf vs Doc Green,https://www.superherodb.com/90-693528/,Black Dwarf,NA,Earth-616,Doc Green,Bruce Banner,Earth-616,0.0,100.0,0.0
World Breaker Hulk vs Ikaris,https://www.superherodb.com/90-693475/,World Breaker Hulk,Bruce Banner,Earth-616,Ikaris,Ikaris,Earth-616,100.0,0.0,0.0
In-Betweener vs The Alien Entity,https://www.superherodb.com/90-696913/,In-Betweener,NA,Earth-616,The Alien Entity,NA,Earth-616,0.0,100.0,0.0
Sentry vs Godkiller Armor,https://www.superherodb.com/90-699583/,Sentry,Robert Reynolds,Earth-616,Godkiller Armor,NA,Earth-616,0.0,100.0,0.0
Akhenaten vs Eternity (Fused with Infinity),https://www.superherodb.com/90-703482/,Akhenaten,Amenhotep IV,Earth-616,Eternity (Fused with Infinity),Eternity/Infinity,Earth-616,100.0,0.0,0.0
Franklin Richards (Adult) vs Star (Reality Stone),https://www.superherodb.com/90-735523/,Franklin Richards (Adult),Franklin Richards,Earth-616,Star (Reality Stone),Ripley Ryan,Earth-616,100.0,0.0,0.0
Magni vs The Fury,https://www.superherodb.com/90-739502/,Magni,Magni Thorson,Earth-616,The Fury,NA,Earth-616,100.0,0.0,0.0
Ultron (Phalanx) vs Unmaker,https://www.superherodb.com/90-748359/,Ultron (Phalanx),Ultron,Earth-616,Unmaker,NA,Earth-616,0.0,100.0,0.0
Anti-Man vs Makkari,https://www.superherodb.com/90-747992/,Anti-Man,Conner Sims,Earth-616,Makkari,Makkari,Earth-616,100.0,0.0,0.0
In-Betweener vs Omnimax,https://www.superherodb.com/90-747984/,In-Betweener,NA,Earth-616,Omnimax,NA,Earth-616,100.0,0.0,0.0
Nightmare (All Dreams) vs Scarlet Witch (True Darkhold),https://www.superherodb.com/90-747981/,Nightmare (All Dreams),Nightmare,Earth-616,Scarlet Witch (True Darkhold),Wanda Maximoff,Earth-616,100.0,0.0,0.0
The Mad Celestial vs Silver Sentry,https://www.superherodb.com/90-758995/,The Mad Celestial,The Mad Celestial,Earth-616,Silver Sentry,Robert Reynolds,Earth-616,100.0,0.0,0.0
Doctor Doom vs Zgreb The Sorrower,https://www.superherodb.com/90-763903/,Doctor Doom,Victor Von Doom,Earth-616,Zgreb The Sorrower,Zgreb,Earth-616,100.0,0.0,0.0
Stingray vs Giant-Man (Skrull),https://www.superherodb.com/90-673063/,Stingray,Walter Newell,Earth-616,Giant-Man (Skrull),NA,Earth-616,0.0,100.0,0.0
Hyperion vs Namor (Hydro-Mans Powers),https://www.superherodb.com/90-655865/,Hyperion,Marcus Milton,Earth-616,Namor (Hydro-Mans Powers),Namor McKenzie,Earth-616,0.0,100.0,0.0
Iron Man (Phoenix Buster) vs Godkiller Armor,https://www.superherodb.com/90-652711/,Iron Man (Phoenix Buster),Tony Stark,Earth-616,Godkiller Armor,NA,Earth-616,0.0,100.0,0.0
Surtur vs Thor (Power Stone),https://www.superherodb.com/90-654981/,Surtur,Surtur,Earth-616,Thor (Power Stone),Thor Odinson,Earth-616,66.7,0.0,33.3
In-Betweener vs Nightmare,https://www.superherodb.com/90-654364/,In-Betweener,NA,Earth-616,Nightmare,Nightmare,Earth-616,100.0,0.0,0.0
Black Panther (Panther God Form) vs Black Panther (Herald of Eternity),https://www.superherodb.com/90-654288/,Black Panther (Panther God Form),T'Challa,Earth-616,Black Panther (Herald of Eternity),T'Challa,Earth-616,80.0,0.0,20.0
Scarlet Witch (Possessed By Chthon) vs Captain Universe,https://www.superherodb.com/90-657942/,Scarlet Witch (Possessed By Chthon),Wanda Maximoff,Earth-616,Captain Universe,Eddie Brock,Earth-616,0.0,66.7,33.3
Super Skrull vs Kly'bn,https://www.superherodb.com/90-660067/,Super Skrull,Kl?rt,Earth-616,Kly'bn,Kly'bn,Earth-616,100.0,0.0,0.0
Galactus (Ultimate Nullifier) vs Eternity (Fused with Infinity),https://www.superherodb.com/90-663714/,Galactus (Ultimate Nullifier),Galan,Earth-616,Eternity (Fused with Infinity),Eternity/Infinity,Earth-616,100.0,0.0,0.0
Zuras vs Thane,https://www.superherodb.com/90-663635/,Zuras,NA,Earth-616,Thane,Thane,Earth-616,0.0,100.0,0.0
Chaos King (True Form) vs Eternity (Fused with Infinity),https://www.superherodb.com/90-663610/,Chaos King (True Form),Amatsu-Mikaboshi,Earth-616,Eternity (Fused with Infinity),Eternity/Infinity,Earth-616,100.0,0.0,0.0
Beyonder vs Eternity (Fused with Infinity),https://www.superherodb.com/90-663447/,Beyonder,Ivory King,Earth-616,Eternity (Fused with Infinity),Eternity/Infinity,Earth-616,100.0,0.0,0.0
Logos vs Eternity (Fused with Infinity),https://www.superherodb.com/90-663437/,Logos,Logos,Earth-616,Eternity (Fused with Infinity),Eternity/Infinity,Earth-616,33.3,33.3,33.400000000000006
Beyonder (Post-Retcon) vs Beyonder (Cosmic Cube),https://www.superherodb.com/90-661861/,Beyonder (Post-Retcon),Beyonder,Earth-616,Beyonder (Cosmic Cube),Beyonder,Earth-616,0.0,100.0,0.0
Air-Walker vs Vulcan,https://www.superherodb.com/90-665060/,Air-Walker,Gabriel Lan,Earth-616,Vulcan,Gabriel Summers,Earth-616,100.0,0.0,0.0
Galactus (Ultimate Nullifier) vs Doctor Doom (Cosmic Cube),https://www.superherodb.com/90-664400/,Galactus (Ultimate Nullifier),Galan,Earth-616,Doctor Doom (Cosmic Cube),Victor Von Doom,Earth-616,100.0,0.0,0.0
Sinifer vs Iron All Father,https://www.superherodb.com/90-667616/,Sinifer,Sinifer,Earth-616,Iron All Father,Odin Borson,Earth-616,0.0,100.0,0.0
Odin vs Set,https://www.superherodb.com/90-667202/,Odin,Odin Borson,Earth-616,Set,Set,Earth-616,100.0,0.0,0.0
Chaos War Hercules vs The Black Winter,https://www.superherodb.com/90-665431/,Chaos War Hercules,Hercules,Earth-616,The Black Winter,NA,Earth-616,100.0,0.0,0.0
Dark Phoenix vs Black Panther (Herald of Eternity),https://www.superherodb.com/90-668089/,Dark Phoenix,Jean Grey,Earth-616,Black Panther (Herald of Eternity),T'Challa,Earth-616,0.0,100.0,0.0
Gwenpool vs Deadpool (Continuity Gem),https://www.superherodb.com/90-671974/,Gwenpool,Gwen Poole,Earth-616,Deadpool (Continuity Gem),Wade Wilson,Earth-616,100.0,0.0,0.0
Loki vs Ikaris,https://www.superherodb.com/90-671510/,Loki,Loki Laufeyson,Earth-616,Ikaris,Ikaris,Earth-616,100.0,0.0,0.0
Nemesis vs Black Panther (Herald of Eternity),https://www.superherodb.com/90-673521/,Nemesis,Nemesis,Earth-616,Black Panther (Herald of Eternity),T'Challa,Earth-616,100.0,0.0,0.0
Black Bolt vs Kly'bn,https://www.superherodb.com/90-673075/,Black Bolt,Blackagar Boltagon,Earth-616,Kly'bn,Kly'bn,Earth-616,100.0,0.0,0.0
Endgame (Legion Personality) vs Legion (Delphic),https://www.superherodb.com/90-675015/,Endgame (Legion Personality),NA,Earth-616,Legion (Delphic),David Haller,Earth-616,0.0,100.0,0.0
Phoenix vs Captain Universe,https://www.superherodb.com/90-674618/,Phoenix,Emma Frost,Earth-616,Captain Universe,Tamara Devoux,Earth-616,0.0,33.3,66.7
Ultron (Phalanx) vs Annihilus (Quantum Bands),https://www.superherodb.com/90-675325/,Ultron (Phalanx),Ultron,Earth-616,Annihilus (Quantum Bands),Annihilus,Earth-616,100.0,0.0,0.0
Thanos (Infinity Gauntlet) vs Deadpool (Continuity Gem),https://www.superherodb.com/90-675240/,Thanos (Infinity Gauntlet),Thanos,Earth-616,Deadpool (Continuity Gem),Wade Wilson,Earth-616,50.0,0.0,50.0
Knull vs Man-Thing (Phoenix Force),https://www.superherodb.com/90-676764/,Knull,Knull,Earth-616,Man-Thing (Phoenix Force),Dr. Theodore Sallis,Earth-616,0.0,100.0,0.0
Shuma Gorath vs Lord Nebulos (Staff of Polar Power),https://www.superherodb.com/90-676364/,Shuma Gorath,Shuma Gorath,Earth-616,Lord Nebulos (Staff of Polar Power),NA,Earth-616,100.0,0.0,0.0
Thanos vs Captain Universe,https://www.superherodb.com/90-677924/,Thanos,Thanos,Earth-616,Captain Universe,Wade Wilson,Earth-616,66.7,33.3,0.0
Bastion vs Nimrod The Hunter,https://www.superherodb.com/90-677491/,Bastion,Sebastion Gilberti,Earth-616,Nimrod The Hunter,Nimrod,Earth-616,0.0,100.0,0.0
The Queen Of Nevers vs Metatron,https://www.superherodb.com/90-677483/,The Queen Of Nevers,Never Queen,Earth-616,Metatron,Metatron,Earth-616,100.0,0.0,0.0
Guardian vs Sentinel (MK II),https://www.superherodb.com/90-682484/,Guardian,James Hudson,Earth-616,Sentinel (MK II),NA,Earth-616,100.0,0.0,0.0
All-Father Thor vs Maestro (Destroyer Armour),https://www.superherodb.com/90-680861/,All-Father Thor,Thor Odinson,Earth-616,Maestro (Destroyer Armour),Bruce Banner,Earth-616,100.0,0.0,0.0
Kronos vs Exitar The Executioner,https://www.superherodb.com/90-649835/,Kronos,Kronos,Earth-616,Exitar The Executioner,NA,Earth-616,0.0,100.0,0.0
Vision vs Ultimo,https://www.superherodb.com/90-637266/,Vision,Vision,Earth-616,Ultimo,Doomsday Device,Earth-616,100.0,0.0,0.0
Rhino vs Strong Guy,https://www.superherodb.com/90-638653/,Rhino,Aleksei Sytsevich,Earth-616,Strong Guy,Guido Carosella,Earth-616,100.0,0.0,0.0
Starbrand vs Captain Universe,https://www.superherodb.com/90-643616/,Starbrand,Va-Sohn,Earth-616,Captain Universe,Kallark,Earth-616,0.0,50.0,50.0
Magneto vs Rl'nnd,https://www.superherodb.com/90-646233/,Magneto,Max Eisenhardt,Earth-616,Rl'nnd,Rl'nnd,Earth-616,100.0,0.0,0.0
Abomination vs Terrax The Tamer,https://www.superherodb.com/90-646198/,Abomination,Emil Blonsky,Earth-616,Terrax The Tamer,Tyros,Earth-616,0.0,100.0,0.0
Poison Thanos vs Carnage (Dark),https://www.superherodb.com/90-646004/,Poison Thanos,Thanos,Earth-616,Carnage (Dark),Kletus Casady,Earth-616,50.0,50.0,0.0
Annihilus (Cosmic Control Rod) vs Captain Universe,https://www.superherodb.com/90-645846/,Annihilus (Cosmic Control Rod),Annihilus,Earth-616,Captain Universe,Kallark,Earth-616,0.0,100.0,0.0
Sentry (Merged With Void) vs Anti-Man (Herald Of Galactus Life Bringer),https://www.superherodb.com/90-646364/,Sentry (Merged With Void),Robert Reynolds,Earth-616,Anti-Man (Herald Of Galactus Life Bringer),Conner Sims,Earth-616,100.0,0.0,0.0
Captain Universe vs Hyperstorm,https://www.superherodb.com/90-646265/,Captain Universe,Tamara Devoux,Earth-616,Hyperstorm,Jonathan Richards,Earth-616,0.0,100.0,0.0
Doctor Strange (Classic) vs Deadpool (Infinity Gauntlet),https://www.superherodb.com/90-646247/,Doctor Strange (Classic),Stephen Strange,Earth-616,Deadpool (Infinity Gauntlet),Wade Wilson,Earth-616,0.0,100.0,0.0
Human Torch (Absolute Hot) vs Namor (Hydro-Mans Powers),https://www.superherodb.com/90-647508/,Human Torch (Absolute Hot),Johnny Storm,Earth-616,Namor (Hydro-Mans Powers),Namor McKenzie,Earth-616,100.0,0.0,0.0
Doop vs Gwenpool,https://www.superherodb.com/90-647501/,Doop,NA,Earth-616,Gwenpool,Gwen Poole,Earth-616,50.0,50.0,0.0
The Mad Celestial vs Exitar The Executioner,https://www.superherodb.com/90-647961/,The Mad Celestial,The Mad Celestial,Earth-616,Exitar The Executioner,NA,Earth-616,100.0,0.0,0.0
Loki vs Captain Marvel (Asgardian Armored),https://www.superherodb.com/90-649065/,Loki,Loki Laufeyson,Earth-616,Captain Marvel (Asgardian Armored),Carol Danvers,Earth-616,0.0,100.0,0.0
Carnage vs Annihilus (Quantum Bands),https://www.superherodb.com/90-649029/,Carnage,Norrin Radd,Earth-616,Annihilus (Quantum Bands),Annihilus,Earth-616,0.0,100.0,0.0
Golden Thor vs Gladiator Silver Surfer,https://www.superherodb.com/90-651726/,Golden Thor,Thor Odinson,Earth-616,Gladiator Silver Surfer,Norrin Radd,Earth-616,0.0,100.0,0.0
Cable vs Thor (Unworthy),https://www.superherodb.com/90-651715/,Cable,Nathan Summers,Earth-616,Thor (Unworthy),Thor Odinson,Earth-616,0.0,100.0,0.0
Exitar The Executioner vs Godkiller Armor,https://www.superherodb.com/90-651250/,Exitar The Executioner,NA,Earth-616,Godkiller Armor,NA,Earth-616,0.0,100.0,0.0
Martyr vs Carnage,https://www.superherodb.com/90-652096/,Martyr,Phyla-Vell,Earth-616,Carnage,Norrin Radd,Earth-616,100.0,0.0,0.0
Unstoppable Colossus vs Nova (Worldmind),https://www.superherodb.com/90-652541/,Unstoppable Colossus,Piotr Rasputin,Earth-616,Nova (Worldmind),Richard Rider,Earth-616,0.0,100.0,0.0
Dark Phoenix vs Godkiller Armor,https://www.superherodb.com/90-652432/,Dark Phoenix,Jean Grey,Earth-616,Godkiller Armor,NA,Earth-616,100.0,0.0,0.0
Iron Man (Celestial Symbiote Armor) vs Ghost Rider (Celestial body),https://www.superherodb.com/90-625915/,Iron Man (Celestial Symbiote Armor),Tony Stark,Earth-616,Ghost Rider (Celestial body),Robbie Reyes,Earth-616,0.0,100.0,0.0
Skaar vs Black Cat (Yggdrasil Staff),https://www.superherodb.com/90-620835/,Skaar,Skaar,Earth-616,Black Cat (Yggdrasil Staff),Felicia Hardy,Earth-616,100.0,0.0,0.0
Onslaught vs Nimrod The Hunter,https://www.superherodb.com/90-621962/,Onslaught,Onslaught,Earth-616,Nimrod The Hunter,Nimrod,Earth-616,100.0,0.0,0.0
Surtur vs Doctor Strange (God Of Magic),https://www.superherodb.com/90-625418/,Surtur,Surtur,Earth-616,Doctor Strange (God Of Magic),Stephen Strange,Earth-616,0.0,100.0,0.0
Mad Jim Jaspers vs Monarch,https://www.superherodb.com/90-624417/,Mad Jim Jaspers,Jim Jaspers,Earth-616,Monarch,Jaime Braddock Jr.,Earth-616,100.0,0.0,0.0
Starbrand vs Exitar The Executioner,https://www.superherodb.com/90-624329/,Starbrand,Kevin Connor,Earth-616,Exitar The Executioner,NA,Earth-616,0.0,100.0,0.0
Serpent vs All-Father Thor,https://www.superherodb.com/90-626633/,Serpent,Cul Borson,Earth-616,All-Father Thor,Thor Odinson,Earth-616,0.0,100.0,0.0
Vulcan vs Drax The Destroyer (Classic),https://www.superherodb.com/90-627855/,Vulcan,Gabriel Summers,Earth-616,Drax The Destroyer (Classic),Arthur Sampson Douglas,Earth-616,0.0,100.0,0.0
Metatron vs The Black Winter,https://www.superherodb.com/90-629428/,Metatron,Metatron,Earth-616,The Black Winter,NA,Earth-616,100.0,0.0,0.0
Abomination vs Sun God,https://www.superherodb.com/90-631063/,Abomination,Emil Blonsky,Earth-616,Sun God,Zoran,Earth-616,50.0,50.0,0.0
Korvac vs Starbrand,https://www.superherodb.com/90-634085/,Korvac,Michael Korvac,Earth-616,Starbrand,Kevin Connor,Earth-616,100.0,0.0,0.0
Danger vs Rescue,https://www.superherodb.com/90-634075/,Danger,NA,Earth-616,Rescue,Pepper Potts,Earth-616,100.0,0.0,0.0
Omega Of The Thanosi vs Korvos,https://www.superherodb.com/90-634750/,Omega Of The Thanosi,Omega,Earth-616,Korvos,Korvos,Earth-616,100.0,0.0,0.0
Gwenpool vs Deadpool (Infinity Gauntlet),https://www.superherodb.com/90-634347/,Gwenpool,Gwen Poole,Earth-616,Deadpool (Infinity Gauntlet),Wade Wilson,Earth-616,100.0,0.0,0.0
Gorr The God Butcher vs Korvos,https://www.superherodb.com/90-635819/,Gorr The God Butcher,Gorr,Earth-616,Korvos,Korvos,Earth-616,100.0,0.0,0.0
Nova vs Captain Universe,https://www.superherodb.com/90-637135/,Nova,Frankie Raye,Earth-616,Captain Universe,Wade Wilson,Earth-616,0.0,100.0,0.0
Korvac vs Knull,https://www.superherodb.com/90-600994/,Korvac,Michael Korvac,Earth-616,Knull,Knull,Earth-616,0.0,50.0,50.0
Exitar The Executioner vs Hiro-Kala,https://www.superherodb.com/90-600987/,Exitar The Executioner,NA,Earth-616,Hiro-Kala,Hiro-Kala,Earth-616,100.0,0.0,0.0
Moonstone vs Guardian,https://www.superherodb.com/90-601219/,Moonstone,Karla Sofen,Earth-616,Guardian,James Hudson,Earth-616,100.0,0.0,0.0
Tyrant vs Sentry (Stable),https://www.superherodb.com/90-602301/,Tyrant,Tyrant,Earth-616,Sentry (Stable),Robert Reynolds,Earth-616,100.0,0.0,0.0
Sinifer vs Lucifer,https://www.superherodb.com/90-601903/,Sinifer,Sinifer,Earth-616,Lucifer,Lucifer,Earth-616,100.0,0.0,0.0
Absorbing Man vs Gorr The God Butcher,https://www.superherodb.com/90-604453/,Absorbing Man,Carl Creel,Earth-616,Gorr The God Butcher,Gorr,Earth-616,0.0,100.0,0.0
Thor vs Carnage (Dark),https://www.superherodb.com/90-607349/,Thor,Thor Odinson,Earth-616,Carnage (Dark),Kletus Casady,Earth-616,100.0,0.0,0.0
Poison Thanos vs King in Black,https://www.superherodb.com/90-606825/,Poison Thanos,Thanos,Earth-616,King in Black,Eddie Brock,Earth-616,0.0,0.0,100.0
Malekith vs Super Skrull,https://www.superherodb.com/90-607854/,Malekith,Malekith,Earth-616,Super Skrull,Kl?rt,Earth-616,100.0,0.0,0.0
Matthew Malloy vs Knull,https://www.superherodb.com/90-609121/,Matthew Malloy,Matthew Malloy,Earth-616,Knull,Knull,Earth-616,0.0,100.0,0.0
Nova vs Nova,https://www.superherodb.com/90-609875/,Nova,Samuel Alexander,Earth-616,Nova,Robbie Rider,Earth-616,100.0,0.0,0.0
Nemesis vs Mad Jim Jaspers,https://www.superherodb.com/90-611814/,Nemesis,Nemesis,Earth-616,Mad Jim Jaspers,Jim Jaspers,Earth-616,100.0,0.0,0.0
Black Spectre vs Sentry (Merged With Void),https://www.superherodb.com/90-613180/,Black Spectre,Carson Knowles,Earth-616,Sentry (Merged With Void),Robert Reynolds,Earth-616,0.0,100.0,0.0
Red She-Hulk vs Vampire Jubilee,https://www.superherodb.com/90-614137/,Red She-Hulk,Betty Ross,Earth-616,Vampire Jubilee,Jubilation Lee,Earth-616,100.0,0.0,0.0
Chaos War Hercules vs Agamotto,https://www.superherodb.com/90-614125/,Chaos War Hercules,Hercules,Earth-616,Agamotto,Agamotto,Earth-616,100.0,0.0,0.0
Multi-Infinity vs Infinites,https://www.superherodb.com/90-614100/,Multi-Infinity,Infinity,Earth-616,Infinites,NA,Earth-616,50.0,0.0,50.0
Super Skrull vs Rl'nnd,https://www.superherodb.com/90-618605/,Super Skrull,Kl?rt,Earth-616,Rl'nnd,Rl'nnd,Earth-616,0.0,100.0,0.0
Ikaris vs Carnage (Dark),https://www.superherodb.com/90-619896/,Ikaris,Ikaris,Earth-616,Carnage (Dark),Kletus Casady,Earth-616,50.0,50.0,0.0
Apocalypse vs Annihilus (Cosmic Control Rod),https://www.superherodb.com/90-619843/,Apocalypse,En Sabah Nur,Earth-616,Annihilus (Cosmic Control Rod),Annihilus,Earth-616,0.0,100.0,0.0
Tiamut vs Exitar The Executioner,https://www.superherodb.com/90-600925/,Tiamut,Tiamut,Earth-616,Exitar The Executioner,NA,Earth-616,100.0,0.0,0.0
Surtur vs Maker,https://www.superherodb.com/90-596567/,Surtur,Surtur,Earth-616,Maker,Maker,Earth-616,100.0,0.0,0.0
Vision vs Pod-2,https://www.superherodb.com/90-596331/,Vision,Vision,Earth-616,Pod-2,Aikku Jokinen,Earth-616,0.0,100.0,0.0
Mockingbird vs Crossbones,https://www.superherodb.com/90-597111/,Mockingbird,Barbara Morse,Earth-616,Crossbones,Brock Rumlow,Earth-616,75.0,25.0,0.0
Korvac vs The Mad Celestial,https://www.superherodb.com/90-596813/,Korvac,Michael Korvac,Earth-616,The Mad Celestial,The Mad Celestial,Earth-616,0.0,100.0,0.0
